Wavelength,0%,0%H,0%V,10%,10%H,10%V,20%,20%H,20%V,30%,30%H,30%V,40%,40%H,40%V,50%,50%H,50%V
616,1.452022,1.781398,2.05018,1.180682,1.51997,1.72464,1.346364,1.733552,1.822668,1.262222,1.685127,1.684438,1.216316,1.688346,1.612226,1.202034,1.709646,1.571114
616.5,1.434507,1.764542,2.033636,1.16946,1.507828,1.714263,1.331442,1.716959,1.80974,1.248051,1.668797,1.672836,1.202783,1.671814,1.601234,1.188901,1.692683,1.560906
617,1.417303,1.747712,2.017112,1.157985,1.496305,1.703683,1.316695,1.700189,1.796634,1.234056,1.653039,1.66152,1.189432,1.655753,1.590563,1.175862,1.676346,1.550652
617.5,1.39865,1.729551,1.999337,1.145428,1.483,1.691936,1.300339,1.682132,1.782547,1.218624,1.635659,1.649005,1.174923,1.638069,1.57877,1.161633,1.658286,1.539562
618,1.38008,1.710956,1.981337,1.132632,1.469426,1.680243,1.283867,1.664109,1.768273,1.203464,1.618164,1.636137,1.160503,1.620335,1.567209,1.147467,1.640517,1.528155
618.5,1.360573,1.691263,1.962128,1.11907,1.455635,1.667266,1.266479,1.644879,1.753152,1.18745,1.599633,1.622928,1.145291,1.60187,1.554845,1.132623,1.621744,1.516284
619,1.341194,1.672309,1.943405,1.105926,1.441541,1.654973,1.249429,1.626314,1.738268,1.171776,1.581687,1.610125,1.13036,1.58414,1.542756,1.118148,1.603266,1.504603
619.5,1.321461,1.652362,1.924364,1.092191,1.427087,1.642303,1.232027,1.607262,1.723031,1.155667,1.563301,1.596996,1.115257,1.565699,1.530158,1.103164,1.584924,1.492846
620,1.30121,1.63222,1.90455,1.077917,1.41239,1.629519,1.214164,1.587632,1.707286,1.139233,1.544788,1.583091,1.09957,1.546999,1.517634,1.087845,1.565773,1.480692
620.5,1.280835,1.611503,1.88434,1.063661,1.397936,1.615925,1.195999,1.56805,1.691296,1.122775,1.525819,1.569122,1.083931,1.528147,1.505001,1.072637,1.546796,1.468402
621,1.259133,1.589653,1.863101,1.048483,1.381608,1.601717,1.176644,1.546939,1.674297,1.105175,1.505738,1.554447,1.067373,1.508183,1.491066,1.056229,1.526699,1.455396
621.5,1.237882,1.568042,1.841784,1.03341,1.365829,1.587556,1.157731,1.526617,1.657804,1.087929,1.486438,1.540122,1.051108,1.488924,1.477716,1.040272,1.5069,1.442503
622,1.215323,1.54517,1.819464,1.017207,1.349078,1.572514,1.137831,1.505452,1.640237,1.069717,1.466124,1.524946,1.033835,1.468299,1.463597,1.023324,1.486009,1.428901
622.5,1.193789,1.52349,1.798031,1.001546,1.333153,1.557795,1.119022,1.484953,1.62361,1.052222,1.446244,1.51011,1.017202,1.448505,1.449933,1.006982,1.465869,1.415474
623,1.170046,1.499631,1.774159,0.984663,1.315707,1.541766,1.098418,1.462399,1.605357,1.032883,1.424832,1.493851,0.998758,1.426616,1.434719,0.988907,1.443625,1.400851
623.5,1.147284,1.476904,1.751556,0.968343,1.29878,1.526567,1.078274,1.440885,1.587075,1.014079,1.404256,1.478145,0.980811,1.405726,1.419947,0.971302,1.42231,1.386794
624,1.122496,1.452423,1.727055,0.950439,1.280538,1.509578,1.05636,1.417425,1.567816,0.993758,1.381683,1.46093,0.961412,1.383075,1.404239,0.952446,1.399125,1.371595
624.5,1.099192,1.429389,1.704239,0.933428,1.262916,1.493451,1.03578,1.395043,1.549272,0.974553,1.360363,1.444528,0.943136,1.361497,1.388933,0.93453,1.377331,1.357168
625,1.075604,1.405469,1.680593,0.915825,1.245085,1.476658,1.014599,1.372253,1.530262,0.954732,1.338498,1.427804,0.924202,1.339521,1.373256,0.916007,1.35493,1.342067
625.5,1.052687,1.382325,1.657773,0.898597,1.227221,1.460317,0.993638,1.34999,1.511346,0.935213,1.316819,1.411308,0.905653,1.317997,1.357958,0.897797,1.332956,1.32739
626,1.030351,1.35973,1.635143,0.88158,1.209536,1.444145,0.973331,1.327858,1.492933,0.916164,1.295714,1.395032,0.887583,1.296854,1.34288,0.879904,1.311607,1.312742
626.5,1.007448,1.336717,1.611744,0.864242,1.191473,1.427414,0.952407,1.305503,1.473909,0.896758,1.274343,1.378239,0.869059,1.275544,1.327438,0.86171,1.290004,1.297913
627,0.985257,1.314432,1.589414,0.847405,1.17431,1.411315,0.932274,1.284163,1.455613,0.878267,1.253896,1.362346,0.85122,1.25498,1.312657,0.844208,1.269218,1.283683
627.5,0.961086,1.290083,1.564884,0.828755,1.1554,1.393295,0.910261,1.260694,1.435373,0.858176,1.231518,1.344734,0.832031,1.232914,1.296531,0.825107,1.246642,1.267998
628,0.939198,1.268123,1.542711,0.811776,1.137856,1.376872,0.890122,1.239415,1.416992,0.839932,1.211206,1.328805,0.814692,1.212904,1.281868,0.807897,1.226447,1.253858
628.5,0.916492,1.245168,1.519742,0.79399,1.119578,1.359553,0.869229,1.217654,1.397757,0.820813,1.190423,1.312076,0.796464,1.192248,1.266468,0.790075,1.205544,1.239221
629,0.894075,1.222386,1.496999,0.776258,1.101498,1.341995,0.848498,1.196049,1.378652,0.801685,1.169836,1.295596,0.778186,1.171616,1.250981,0.772171,1.184484,1.224448
629.5,0.87324,1.200964,1.475297,0.75948,1.084434,1.325318,0.828983,1.175916,1.36068,0.783607,1.150541,1.279812,0.760902,1.152128,1.236134,0.755205,1.164627,1.210237
630,0.851389,1.178645,1.452469,0.74167,1.06658,1.307852,0.808695,1.154925,1.341722,0.764599,1.130297,1.262798,0.742739,1.131667,1.220495,0.737276,1.143985,1.195213
630.5,0.830584,1.157718,1.430596,0.724869,1.049877,1.291219,0.789593,1.13491,1.323799,0.746536,1.111026,1.246701,0.725567,1.112508,1.205594,0.720221,1.124429,1.180922
631,0.810938,1.138228,1.410208,0.709242,1.034362,1.275429,0.771617,1.115919,1.306321,0.729635,1.09289,1.231222,0.709398,1.094549,1.191317,0.704143,1.106237,1.167178
631.5,0.790294,1.117898,1.388223,0.692506,1.017891,1.258166,0.752245,1.095986,1.287446,0.711545,1.07388,1.21456,0.692058,1.075642,1.175674,0.687009,1.087,1.152183
632,0.770769,1.098748,1.366954,0.67644,1.002191,1.241276,0.733657,1.077234,1.268929,0.694233,1.05593,1.198484,0.675419,1.057642,1.160613,0.670588,1.068788,1.137771
632.5,0.751801,1.080145,1.345818,0.660526,0.986794,1.224031,0.715374,1.059228,1.250379,0.677309,1.038774,1.18235,0.659152,1.040481,1.145529,0.654453,1.051215,1.123178
633,0.732589,1.061426,1.32348,0.644134,0.971362,1.205744,0.696756,1.041248,1.230983,0.660092,1.021616,1.164933,0.642421,1.023298,1.12916,0.637996,1.033773,1.107472
633.5,0.714316,1.044362,1.301018,0.628376,0.957619,1.18691,0.679077,1.02514,1.211231,0.643599,1.006117,1.147141,0.626507,1.007898,1.112379,0.622233,1.018116,1.091316
634,0.69686,1.029403,1.277779,0.613467,0.945693,1.16723,0.662367,1.010858,1.190799,0.627803,0.992607,1.128547,0.611196,0.994271,1.094733,0.606932,1.004192,1.074239
634.5,0.679085,1.013489,1.255282,0.598445,0.932686,1.148541,0.645471,0.995545,1.171195,0.611902,0.977924,1.110636,0.595696,0.9797,1.077855,0.591482,0.989359,1.057928
635,0.660395,0.993989,1.237112,0.582826,0.916203,1.134338,0.628083,0.976594,1.15585,0.595749,0.959648,1.097169,0.580198,0.961539,1.065522,0.576157,0.971009,1.046185
635.5,0.644038,0.974238,1.226452,0.569305,0.898895,1.127023,0.612969,0.956862,1.147527,0.582066,0.940613,1.090699,0.567132,0.942663,1.060033,0.563438,0.951894,1.041197
636,0.628419,0.954362,1.218427,0.55632,0.881284,1.121975,0.598621,0.93699,1.14166,0.569032,0.92137,1.086516,0.554812,0.923582,1.056695,0.551554,0.932453,1.038475
636.5,0.612622,0.933629,1.211534,0.543064,0.862831,1.117996,0.584082,0.916729,1.13677,0.555811,0.901715,1.083281,0.542415,0.903758,1.054212,0.539507,0.912433,1.036448
637,0.597698,0.913485,1.20608,0.530562,0.844928,1.115036,0.570287,0.89721,1.133194,0.543294,0.882739,1.08119,0.530564,0.884506,1.053035,0.528059,0.892999,1.035778
637.5,0.583599,0.894231,1.202008,0.51873,0.827611,1.113572,0.557569,0.878367,1.13103,0.531611,0.86409,1.080572,0.519445,0.865908,1.053174,0.517338,0.874162,1.036457
638,0.569948,0.874625,1.199461,0.507067,0.810169,1.113373,0.545069,0.858988,1.130201,0.520067,0.845242,1.081191,0.508557,0.847045,1.054562,0.506767,0.855125,1.038306
638.5,0.555415,0.853078,1.198124,0.49456,0.79088,1.114691,0.531419,0.837743,1.130777,0.507707,0.824542,1.083497,0.49687,0.826331,1.05769,0.495528,0.834229,1.041868
639,0.542659,0.833629,1.198794,0.483567,0.773363,1.117444,0.519348,0.818381,1.132899,0.496822,0.80567,1.087187,0.486657,0.807597,1.062192,0.485625,0.815199,1.046907
639.5,0.530288,0.814652,1.200808,0.472971,0.756004,1.121595,0.50775,0.799463,1.136557,0.486549,0.787283,1.092287,0.476991,0.789423,1.067812,0.476204,0.796875,1.053044
640,0.51765,0.794936,1.204533,0.462105,0.738053,1.127538,0.495976,0.780003,1.141827,0.476111,0.768316,1.09899,0.467237,0.770835,1.07522,0.466693,0.778083,1.060768
640.5,0.50556,0.775738,1.209604,0.45162,0.720458,1.134728,0.484678,0.760995,1.148503,0.466071,0.749805,1.106853,0.457764,0.752465,1.083832,0.457575,0.759525,1.069813
641,0.494486,0.757963,1.215605,0.441893,0.7041,1.142558,0.474197,0.743493,1.155889,0.456691,0.732826,1.115348,0.448861,0.735352,1.093064,0.449091,0.742222,1.079434
641.5,0.483428,0.740208,1.222891,0.432221,0.687804,1.151701,0.463858,0.726229,1.164423,0.447395,0.716012,1.125022,0.440044,0.718352,1.103524,0.4406,0.725083,1.090095
642,0.472329,0.722546,1.231,0.422612,0.67167,1.161604,0.453647,0.709115,1.173707,0.438024,0.699209,1.135543,0.431204,0.701376,1.11471,0.432028,0.707986,1.101722
642.5,0.462423,0.706919,1.238866,0.413963,0.65751,1.170833,0.444478,0.693796,1.182436,0.429562,0.684249,1.145539,0.423179,0.686275,1.125221,0.424234,0.692774,1.112588
643,0.452585,0.691722,1.246635,0.405411,0.643699,1.180049,0.435395,0.678779,1.191281,0.421167,0.669474,1.155498,0.415236,0.671617,1.135751,0.416442,0.677863,1.123451
643.5,0.442575,0.676637,1.254349,0.396744,0.629898,1.18911,0.425959,0.663806,1.200023,0.412535,0.654774,1.165317,0.407029,0.657027,1.146223,0.408356,0.663246,1.134066
644,0.433665,0.663925,1.260365,0.389066,0.618041,1.196342,0.417512,0.650886,1.206917,0.404802,0.642235,1.173224,0.399603,0.644568,1.15446,0.401177,0.650591,1.142681
644.5,0.424984,0.651813,1.265024,0.38143,0.606693,1.202402,0.40913,0.638541,1.212684,0.397082,0.63025,1.179845,0.392118,0.632654,1.16172,0.393939,0.638544,1.15013
645,0.416463,0.640292,1.268186,0.373948,0.595924,1.206961,0.400857,0.626914,1.216953,0.389452,0.619051,1.184945,0.384787,0.62141,1.167323,0.386665,0.627184,1.155985
645.5,0.408485,0.629906,1.269459,0.366868,0.58648,1.209396,0.393211,0.616708,1.219112,0.382219,0.609136,1.187815,0.377757,0.611366,1.170601,0.379741,0.617056,1.159585
646,0.400132,0.619521,1.26866,0.359404,0.577081,1.209687,0.385133,0.606501,1.219028,0.374549,0.599151,1.188683,0.370261,0.60135,1.171966,0.372363,0.606904,1.16125
646.5,0.392459,0.610365,1.265805,0.352524,0.568818,1.208059,0.377573,0.597354,1.217002,0.367416,0.590365,1.187495,0.36332,0.592498,1.171193,0.365337,0.597963,1.160761
647,0.385184,0.602038,1.261078,0.345897,0.561279,1.204367,0.37025,0.589113,1.212977,0.360541,0.582346,1.184153,0.356582,0.584566,1.168245,0.358611,0.589925,1.157982
647.5,0.377921,0.594284,1.254291,0.339292,0.554351,1.198583,0.362937,0.581465,1.206812,0.353666,0.574971,1.178694,0.349881,0.577336,1.163136,0.351879,0.582551,1.153147
648,0.371279,0.587603,1.246169,0.33324,0.548435,1.191381,0.356253,0.574885,1.199353,0.347459,0.568626,1.171981,0.343713,0.571062,1.156816,0.345704,0.576182,1.14719
648.5,0.364223,0.58079,1.235885,0.326789,0.542393,1.182049,0.349165,0.568156,1.189767,0.340788,0.562179,1.163189,0.337106,0.564684,1.148447,0.339094,0.569825,1.139152
649,0.35792,0.575046,1.225191,0.321013,0.537408,1.172236,0.342824,0.562676,1.179677,0.334823,0.556896,1.1539,0.331134,0.559455,1.139545,0.333145,0.564508,1.130426
649.5,0.351326,0.569417,1.212569,0.314968,0.532604,1.160459,0.336117,0.557241,1.167648,0.328426,0.551693,1.142805,0.324838,0.554218,1.128784,0.326834,0.559167,1.119831
650,0.345603,0.564817,1.200496,0.309729,0.528659,1.149208,0.330393,0.552773,1.1564,0.322928,0.547426,1.132194,0.319397,0.549834,1.11847,0.32137,0.554755,1.109811
650.5,0.33963,0.560141,1.187253,0.304276,0.524687,1.136765,0.324426,0.548245,1.144022,0.317194,0.543129,1.120411,0.313682,0.545492,1.10693,0.315633,0.550401,1.098294
651,0.334305,0.556204,1.174638,0.299403,0.521363,1.124914,0.319135,0.544463,1.132164,0.312062,0.5395,1.108989,0.308555,0.541932,1.095777,0.310466,0.54672,1.08737
651.5,0.32874,0.552421,1.160981,0.294307,0.518148,1.112195,0.313632,0.54068,1.11933,0.306729,0.535944,1.09669,0.303269,0.53829,1.083776,0.305089,0.542961,1.075616
652,0.323649,0.548887,1.148207,0.289744,0.515202,1.10029,0.308556,0.537197,1.107247,0.301822,0.532671,1.085225,0.298359,0.535011,1.072432,0.300161,0.539611,1.06449
652.5,0.31864,0.545536,1.135451,0.285223,0.512401,1.088474,0.303558,0.533973,1.095071,0.296976,0.529586,1.073551,0.293528,0.531947,1.061039,0.295315,0.536551,1.053225
653,0.313941,0.542604,1.123453,0.280987,0.51,1.077243,0.298871,0.531139,1.083525,0.292393,0.526889,1.062308,0.288979,0.529172,1.049976,0.290764,0.533716,1.042488
653.5,0.309277,0.539695,1.11145,0.276841,0.50763,1.065872,0.29427,0.52828,1.07192,0.287871,0.524207,1.051172,0.284472,0.526413,1.039137,0.286281,0.530954,1.031859
654,0.304789,0.536885,1.099659,0.272796,0.505325,1.05463,0.289763,0.525534,1.060571,0.283515,0.521605,1.040239,0.280116,0.523847,1.028436,0.281904,0.528323,1.021272
654.5,0.300664,0.534522,1.088706,0.269009,0.503301,1.044128,0.285651,0.52309,1.049949,0.279514,0.519328,1.029963,0.276082,0.521579,1.018324,0.277858,0.526004,1.011212
655,0.296696,0.53228,1.077819,0.265373,0.501502,1.033908,0.281669,0.520826,1.03951,0.275659,0.517182,1.019986,0.272251,0.519427,1.008556,0.273955,0.523768,1.001592
655.5,0.292941,0.529943,1.06763,0.261919,0.499543,1.024378,0.277829,0.518572,1.029836,0.272005,0.515008,1.010717,0.268675,0.517274,0.999648,0.270285,0.521561,0.992763
656,0.289334,0.527648,1.058201,0.258653,0.497667,1.015271,0.274169,0.516366,1.020619,0.268554,0.512999,1.001833,0.265235,0.515319,0.991001,0.266798,0.519559,0.98428
656.5,0.285811,0.525608,1.048574,0.2554,0.496091,1.006188,0.270614,0.51446,1.011385,0.265171,0.511244,0.992997,0.261866,0.513523,0.982346,0.263444,0.517748,0.975798
657,0.282529,0.523787,1.039636,0.252381,0.494634,0.997733,0.267288,0.512706,1.002777,0.261993,0.50952,0.9849,0.258726,0.511759,0.97453,0.260291,0.515952,0.96805
657.5,0.279447,0.521852,1.03123,0.249515,0.493034,0.989821,0.26407,0.510841,0.994782,0.258938,0.507697,0.977365,0.255714,0.51,0.967115,0.257231,0.514176,0.960852
658,0.276281,0.519992,1.023028,0.24661,0.491477,0.982053,0.260984,0.5091,0.987038,0.255929,0.506058,0.969952,0.252705,0.508361,0.959821,0.254261,0.512482,0.95354
658.5,0.273409,0.518438,1.015304,0.243946,0.49027,0.974735,0.258218,0.507578,0.979786,0.253179,0.504715,0.963009,0.249975,0.506931,0.95288,0.251512,0.51103,0.946736
659,0.270533,0.516812,1.007709,0.241433,0.488968,0.967685,0.255462,0.506037,0.972825,0.250432,0.503202,0.956255,0.247299,0.505385,0.946272,0.248797,0.509463,0.940324
659.5,0.267683,0.515096,1.000361,0.238851,0.487527,0.960806,0.252696,0.504412,0.966033,0.24784,0.501607,0.949626,0.244651,0.503797,0.939829,0.246137,0.507865,0.933969
660,0.264883,0.513348,0.993118,0.236319,0.486194,0.954109,0.249881,0.502841,0.959192,0.245167,0.50013,0.943008,0.241991,0.502336,0.933316,0.243479,0.506414,0.92754
660.5,0.262246,0.511891,0.986325,0.233954,0.485043,0.947847,0.247345,0.50142,0.952702,0.242672,0.498819,0.936822,0.239547,0.500985,0.927272,0.241004,0.505016,0.921606
661,0.259681,0.510462,0.979916,0.231748,0.48379,0.94184,0.244921,0.499903,0.946534,0.240264,0.497374,0.931031,0.237178,0.499528,0.921621,0.238601,0.503524,0.916082
661.5,0.257259,0.508922,0.973871,0.229594,0.482475,0.93619,0.242541,0.498443,0.940769,0.237928,0.496016,0.925554,0.234862,0.498146,0.916244,0.236323,0.502189,0.910755
662,0.254923,0.507529,0.968092,0.227454,0.481471,0.930806,0.240248,0.497192,0.935253,0.235704,0.49487,0.920206,0.232637,0.496973,0.910915,0.234132,0.500973,0.905524
662.5,0.252784,0.506296,0.962608,0.225518,0.480519,0.925507,0.238127,0.496043,0.930029,0.23369,0.493723,0.91509,0.230616,0.495808,0.905946,0.232107,0.499769,0.900667
663,0.250666,0.505023,0.957196,0.223514,0.479376,0.92048,0.235994,0.494729,0.924946,0.231657,0.492477,0.910235,0.228601,0.494561,0.901231,0.230051,0.498448,0.896109
663.5,0.24856,0.503647,0.95207,0.221614,0.478239,0.915731,0.233934,0.493415,0.920163,0.229665,0.491297,0.905541,0.226605,0.493362,0.896607,0.228087,0.497252,0.891527
664,0.246474,0.502381,0.947093,0.219822,0.477201,0.910951,0.231923,0.492244,0.91527,0.227691,0.490111,0.90088,0.224719,0.492219,0.892045,0.226128,0.496106,0.88687
664.5,0.244569,0.501238,0.942301,0.218091,0.476265,0.906433,0.230049,0.4911,0.91069,0.225931,0.489018,0.896475,0.222906,0.491064,0.887796,0.224359,0.494965,0.882779
665,0.242694,0.499969,0.937709,0.216433,0.475159,0.902233,0.228216,0.489796,0.906365,0.224215,0.487829,0.8924,0.221188,0.489881,0.883869,0.222659,0.493779,0.879023
665.5,0.240828,0.498645,0.933247,0.214754,0.474041,0.898062,0.226396,0.488563,0.902158,0.222448,0.486685,0.888406,0.219507,0.488792,0.879945,0.220919,0.492659,0.87508
666,0.239121,0.497585,0.929099,0.213227,0.473233,0.89416,0.224781,0.487642,0.898178,0.220834,0.485854,0.88468,0.217929,0.487881,0.876246,0.219308,0.49177,0.871401
666.5,0.237462,0.496626,0.925163,0.211776,0.472418,0.890428,0.223146,0.486736,0.89442,0.219304,0.484923,0.88106,0.216422,0.486891,0.872688,0.217821,0.490727,0.867938
667,0.235879,0.495535,0.92127,0.21039,0.471484,0.886844,0.221605,0.485631,0.890898,0.217817,0.483871,0.877656,0.214923,0.485818,0.869312,0.216304,0.489623,0.864694
667.5,0.234242,0.494306,0.917497,0.208895,0.47054,0.883367,0.220015,0.484565,0.887479,0.216298,0.482875,0.874303,0.213383,0.484832,0.865994,0.214773,0.488645,0.861414
668,0.232681,0.493333,0.91387,0.207528,0.469696,0.879927,0.218513,0.483625,0.883917,0.214863,0.48204,0.870865,0.211969,0.483964,0.862657,0.213333,0.487732,0.858122
668.5,0.231116,0.492332,0.910044,0.206122,0.468821,0.87637,0.21694,0.482632,0.880359,0.213392,0.48106,0.867421,0.210466,0.482926,0.859362,0.211892,0.4867,0.85491
669,0.229564,0.491248,0.90638,0.204737,0.46786,0.872979,0.215448,0.481506,0.876972,0.211933,0.479904,0.86431,0.20905,0.481824,0.856311,0.210479,0.485592,0.851883
669.5,0.228071,0.490065,0.903088,0.203406,0.466858,0.869909,0.214035,0.480377,0.873757,0.210522,0.478909,0.861195,0.207668,0.480895,0.853229,0.209119,0.484653,0.848821
670,0.226714,0.489112,0.899842,0.20217,0.466102,0.866866,0.212768,0.479589,0.87069,0.209264,0.478134,0.85816,0.206397,0.480054,0.850366,0.207859,0.483825,0.845895
670.5,0.225315,0.488223,0.896545,0.200918,0.465356,0.86374,0.211384,0.478648,0.867545,0.20793,0.477178,0.85513,0.205067,0.479037,0.84738,0.206515,0.482743,0.842978
671,0.223881,0.487089,0.893208,0.199661,0.464306,0.860714,0.209995,0.477469,0.864439,0.20661,0.476068,0.852257,0.20372,0.477916,0.844528,0.2052,0.481606,0.840273
671.5,0.222471,0.485947,0.890078,0.19844,0.463395,0.857864,0.208706,0.47656,0.861588,0.205362,0.475168,0.849534,0.202516,0.477047,0.84189,0.20396,0.480789,0.837603
672,0.221147,0.485126,0.887077,0.197289,0.462779,0.855043,0.207508,0.475746,0.858769,0.204141,0.474397,0.846774,0.201397,0.476281,0.839206,0.202818,0.479977,0.83494
672.5,0.219856,0.484187,0.884079,0.196122,0.462002,0.852258,0.206241,0.474714,0.855912,0.20303,0.473455,0.844172,0.200271,0.475271,0.836764,0.201648,0.478963,0.832523
673,0.218674,0.48317,0.881397,0.195055,0.461061,0.84977,0.205076,0.473754,0.853494,0.201946,0.472496,0.841877,0.199233,0.474367,0.834535,0.200543,0.478112,0.830273
673.5,0.217397,0.482111,0.878699,0.193957,0.46019,0.847304,0.203844,0.472852,0.850946,0.200802,0.471665,0.839436,0.198108,0.473598,0.832114,0.199475,0.477262,0.827824
674,0.216193,0.481208,0.876032,0.192888,0.459502,0.84476,0.202761,0.472096,0.848427,0.199682,0.470896,0.836918,0.196965,0.472773,0.829634,0.198414,0.476399,0.8255
674.5,0.21512,0.480349,0.873525,0.191917,0.458743,0.842373,0.201715,0.471209,0.846063,0.19862,0.470032,0.834668,0.195955,0.471784,0.827431,0.197366,0.47543,0.823389
675,0.213992,0.479245,0.870944,0.190908,0.457761,0.840041,0.200666,0.470085,0.843659,0.197547,0.468983,0.832407,0.194889,0.470803,0.825199,0.196324,0.474494,0.821207
675.5,0.212842,0.478326,0.868567,0.189902,0.457019,0.837835,0.199613,0.469269,0.841412,0.196512,0.468187,0.830186,0.193889,0.470061,0.822975,0.195282,0.473754,0.819025
676,0.211742,0.4776,0.866217,0.188974,0.456397,0.835596,0.198574,0.46861,0.839132,0.195538,0.46745,0.827991,0.192961,0.469267,0.820776,0.194277,0.472862,0.816927
676.5,0.210711,0.476724,0.863834,0.188121,0.455633,0.833483,0.197652,0.467673,0.83701,0.194658,0.466533,0.825998,0.19208,0.468373,0.818886,0.193386,0.471959,0.815077
677,0.209793,0.475744,0.861781,0.187258,0.454776,0.831572,0.196733,0.466789,0.835107,0.193787,0.465683,0.824233,0.191216,0.467584,0.817242,0.19256,0.471191,0.813379
677.5,0.208772,0.474835,0.859635,0.186314,0.453998,0.829625,0.19577,0.466031,0.833104,0.19289,0.465021,0.822232,0.190312,0.466805,0.815354,0.191622,0.470456,0.811381
678,0.207808,0.474167,0.857444,0.185453,0.45338,0.827585,0.194821,0.465334,0.831109,0.192031,0.464358,0.820271,0.189442,0.466012,0.81342,0.190752,0.469666,0.809562
678.5,0.206818,0.473274,0.855222,0.184624,0.45251,0.825491,0.19388,0.464417,0.829056,0.191099,0.463432,0.818423,0.188509,0.46503,0.81164,0.189885,0.46869,0.80785
679,0.20598,0.472346,0.853333,0.183854,0.451673,0.823777,0.193073,0.463553,0.827317,0.190323,0.462529,0.816763,0.187723,0.464302,0.809999,0.189167,0.467949,0.806234
679.5,0.205024,0.471426,0.851266,0.183018,0.450919,0.82187,0.192211,0.46277,0.825416,0.189444,0.461887,0.814879,0.186869,0.46366,0.808108,0.188336,0.467223,0.804388
680,0.204165,0.470797,0.849416,0.182282,0.45039,0.820112,0.191463,0.462131,0.823583,0.188717,0.461247,0.813152,0.186186,0.462952,0.806507,0.18756,0.466453,0.802761
680.5,0.203191,0.469889,0.847359,0.181441,0.449461,0.818252,0.190557,0.461136,0.82171,0.187838,0.460221,0.811374,0.185326,0.461922,0.804803,0.186692,0.465424,0.801128
681,0.202376,0.468971,0.845596,0.180713,0.448638,0.816756,0.189796,0.46026,0.820257,0.187077,0.459442,0.809996,0.184543,0.461174,0.803329,0.185961,0.464761,0.799684
681.5,0.201509,0.468192,0.843893,0.179969,0.448104,0.815147,0.189052,0.459623,0.818633,0.186319,0.458825,0.8084,0.183823,0.460572,0.8017,0.185223,0.464078,0.798045
682,0.200729,0.467549,0.842161,0.179267,0.447534,0.813513,0.188284,0.458932,0.816893,0.185578,0.458164,0.806774,0.183103,0.459817,0.800044,0.184499,0.4633,0.796539
682.5,0.199894,0.466641,0.840283,0.178558,0.446684,0.811848,0.18746,0.457984,0.815291,0.184805,0.457196,0.805207,0.182345,0.458851,0.798609,0.183713,0.462368,0.795159
683,0.199139,0.46573,0.838805,0.177917,0.445915,0.810428,0.186777,0.457232,0.81391,0.184145,0.456381,0.803928,0.181682,0.458131,0.797384,0.183029,0.461643,0.793763
683.5,0.198353,0.464923,0.837205,0.177256,0.44527,0.808959,0.186108,0.456604,0.812272,0.183424,0.455803,0.80242,0.180993,0.457535,0.795829,0.182358,0.461053,0.792276
684,0.197641,0.464329,0.835643,0.176607,0.44471,0.807495,0.18543,0.455924,0.810807,0.182799,0.455191,0.800959,0.180358,0.456869,0.794425,0.181714,0.46028,0.790933
684.5,0.196897,0.463568,0.834008,0.175902,0.443906,0.805976,0.184749,0.455068,0.809365,0.182147,0.45431,0.799514,0.179715,0.455904,0.793096,0.181019,0.459391,0.789624
685,0.196213,0.46262,0.832567,0.175316,0.443099,0.804679,0.184096,0.454205,0.808066,0.181495,0.453485,0.798287,0.179149,0.455163,0.791949,0.180414,0.458679,0.788439
685.5,0.195553,0.461831,0.831128,0.174675,0.442483,0.803319,0.18337,0.453601,0.806752,0.180858,0.45292,0.796983,0.178496,0.454552,0.790703,0.17983,0.458108,0.787161
686,0.19486,0.46126,0.829666,0.174052,0.441893,0.801935,0.182769,0.452985,0.805375,0.180237,0.452296,0.795609,0.177893,0.45386,0.789326,0.179265,0.457334,0.785833
686.5,0.194128,0.460416,0.827977,0.173423,0.441101,0.800471,0.182079,0.452035,0.803847,0.179558,0.451408,0.794261,0.177244,0.452895,0.788073,0.178623,0.45637,0.784736
687,0.193459,0.459473,0.826665,0.172825,0.440301,0.79929,0.181446,0.451175,0.802699,0.178945,0.450593,0.793231,0.176647,0.452223,0.787005,0.177985,0.455697,0.783647
687.5,0.192791,0.458781,0.82542,0.172237,0.439752,0.798113,0.180839,0.45059,0.801515,0.178379,0.450027,0.791952,0.176067,0.45175,0.785803,0.177383,0.455199,0.782321
688,0.192146,0.458203,0.824017,0.171675,0.439264,0.796817,0.18025,0.450039,0.800178,0.177837,0.449447,0.790772,0.175527,0.451122,0.784562,0.17684,0.454502,0.781143
688.5,0.191481,0.457429,0.822592,0.171166,0.438528,0.795526,0.179681,0.449222,0.798923,0.177315,0.448567,0.789599,0.174941,0.45026,0.783455,0.176299,0.453597,0.780185
689,0.190848,0.45656,0.821345,0.170614,0.437677,0.794406,0.179134,0.448404,0.79786,0.176744,0.447747,0.788462,0.174396,0.449442,0.78244,0.175776,0.452837,0.77903
689.5,0.190215,0.455723,0.820053,0.170101,0.436955,0.793261,0.178532,0.447753,0.796605,0.176126,0.447098,0.787294,0.1738,0.448845,0.781232,0.17521,0.452249,0.777913
690,0.189548,0.455154,0.818816,0.169583,0.436483,0.792094,0.177965,0.44722,0.795435,0.175565,0.446593,0.786127,0.17328,0.44822,0.780055,0.17468,0.451603,0.776798
