Wavelength,0%,0%H,0%V,10%,10%H,10%V,20%,20%H,20%V,30%,30%H,30%V,V_baseline,H_baseline
478.0,0.774381,0.7865876667,0.7527263,0.747455,0.7963396667,0.6825912999999999,0.739861,0.8189416667,0.6424772999999999,0.732509,0.8356206667000001,0.6139003000000001,0.4860487,0.3321423333
478.5,0.778821,0.7911356667,0.756871,0.751892,0.8006026667000001,0.686476,0.744143,0.8232686667,0.6458210000000001,0.736848,0.8397736667,0.6171209999999999,0.488455,0.3300723333
479.0,0.783175,0.7954906667000001,0.7611747,0.756214,0.8047986667,0.6899887,0.748337,0.8273996667000001,0.6494807,0.741116,0.8440386667000002,0.6203197,0.4910843,0.3277783333
479.5,0.787388,0.7996173333000001,0.7653943000000001,0.760361,0.8087683333,0.6934393000000001,0.752601,0.8312933332999999,0.6527563000000001,0.745368,0.8481283333,0.6237323000000001,0.4939467,0.3254626667
480.0,0.791738,0.8041736667000001,0.7697457000000001,0.764785,0.8128906667,0.6975197,0.757153,0.8355166667,0.6564637,0.749871,0.8521256667000001,0.6270437,0.4971683,0.3228523333
480.5,0.796178,0.8084973333,0.7737236999999999,0.769065,0.8169943332999999,0.7009947000000001,0.761577,0.8396743333,0.6598507,0.75435,0.8561513333,0.6303557,0.5007933,0.3199686667
481.0,0.800476,0.8127756666999999,0.7780562999999999,0.773354,0.8212246667,0.7048762999999999,0.766072,0.8436226667,0.6634033,0.758969,0.8603356667,0.6335523,0.5048027,0.3168623333
481.5,0.804783,0.8170100000000001,0.78231,0.777749,0.825238,0.70847,0.770487,0.8477850000000001,0.667004,0.763521,0.864383,0.6367619999999999,0.509189,0.313592
482.0,0.808898,0.8209546667,0.7859127,0.781889,0.8291266667,0.7118927,0.774761,0.8517126667,0.6696506999999999,0.767797,0.8682156666999999,0.6395367,0.5138203,0.3102563333
482.5,0.812865,0.8247433333,0.7895049999999999,0.786025,0.8328423332999999,0.7152829999999999,0.779063,0.8553353333,0.6726810000000001,0.77212,0.8716483333,0.642266,0.518791,0.3068526667
483.0,0.817018,0.829007,0.7936067,0.790545,0.83694,0.7186827,0.783738,0.859515,0.6759367000000001,0.776918,0.8756409999999999,0.6454857,0.5247473,0.302861
483.5,0.821184,0.8331723333000001,0.7974217,0.795099,0.8409053333000001,0.7221236999999999,0.788432,0.8634653333,0.6792056999999999,0.781807,0.8795693333000001,0.6487727,0.5310183,0.2987236667
484.0,0.825442,0.8372276666999999,0.8012147,0.799549,0.8448476667000001,0.7257137000000001,0.793121,0.8672886667,0.6823967000000001,0.786661,0.8834926666999999,0.6517277,0.5376833,0.2944373333
484.5,0.829584,0.8413076666999999,0.8052366999999999,0.803989,0.8486636667,0.7291656999999999,0.797897,0.8710896667000001,0.6856886999999999,0.791589,0.8874376666999999,0.6551406999999999,0.5446973,0.2901093333
485.0,0.833566,0.8451616666999999,0.8092773,0.808156,0.8523146667000001,0.7325923000000001,0.802584,0.8748916667,0.6890913000000001,0.796493,0.8910156667,0.6581413,0.5519637,0.2857343333
485.5,0.837542,0.8488163333000001,0.8128713,0.812448,0.8558673333,0.7357343,0.807021,0.8784653333000001,0.6917943000000001,0.801294,0.8948753333000001,0.6609823,0.5595707,0.2813226667
486.0,0.841571,0.8526980000000002,0.8169657,0.816819,0.8595160000000002,0.7391466999999999,0.811713,0.88208,0.6951227000000001,0.806283,0.8983760000000001,0.6637337,0.5676433,0.276792
486.5,0.845598,0.8563263333000001,0.8207553,0.821128,0.8632603333000001,0.7423822999999999,0.816486,0.8856163332999999,0.6981943,0.811291,0.9020343332999999,0.6664983000000001,0.5761917,0.2722166667
487.0,0.849561,0.8601470000000001,0.824288,0.825461,0.866904,0.7454790000000001,0.821334,0.889401,0.7013060000000001,0.816237,0.905711,0.669147,0.585131,0.267632
487.5,0.853467,0.8638633332999999,0.8276032999999999,0.829711,0.8703103333,0.7485073000000001,0.826015,0.8928343333,0.7043582999999999,0.821139,0.9092763333,0.6718152999999999,0.5939917,0.2632106667
488.0,0.857274,0.8675063332999999,0.8308237,0.833866,0.8740133333,0.7515177,0.830564,0.8961893333,0.7072487000000001,0.825881,0.9125383332999999,0.6745097,0.6026673,0.2589456667
488.5,0.861099,0.8711066667,0.8343967,0.837982,0.8774736667,0.7549446999999999,0.835116,0.8997856666999999,0.7101557,0.830555,0.9160076667000001,0.6770027,0.6110193,0.2548353333
489.0,0.8648,0.8745320000000001,0.8379597000000001,0.842118,0.880803,0.7583017000000001,0.83953,0.903251,0.7132117,0.835221,0.9193370000000001,0.6799257000000001,0.6191243,0.25104
489.5,0.868453,0.8780689999999999,0.8417260000000001,0.84615,0.8841009999999999,0.761559,0.843827,0.906481,0.715996,0.839639,0.922629,0.682554,0.626888,0.247507
490.0,0.872261,0.8815583333000001,0.8453527,0.850144,0.8875503333000001,0.7648547,0.848158,0.9097593333,0.7191917,0.844098,0.9260303333,0.6853357000000001,0.6343673,0.2441826667
490.5,0.875751,0.8850203333000001,0.8490277,0.854052,0.8908063332999999,0.7680557,0.852207,0.9131873333000001,0.7220167000000001,0.848388,0.9293623333,0.6880637,0.6412413,0.2411126667
491.0,0.879446,0.8884893333,0.8526260000000001,0.857838,0.8941043332999999,0.7711650000000001,0.856175,0.9165333333,0.7245490000000001,0.852475,0.9326673333000001,0.6907730000000001,0.647535,0.2383916667
491.5,0.88295,0.8919179999999999,0.8559077,0.861495,0.8973939999999999,0.7741417,0.859975,0.9197209999999999,0.7271687000000001,0.856324,0.935768,0.6933637,0.6530503,0.236071
492.0,0.886411,0.8953143333,0.859397,0.864936,0.9006683333000001,0.7768999999999999,0.863599,0.9229423333,0.729924,0.860175,0.9390663333,0.695773,0.657807,0.2340236667
492.5,0.889877,0.8986806666999999,0.8623339999999999,0.868482,0.9039786666999999,0.7796080000000001,0.867105,0.9261856667,0.7323459999999999,0.863786,0.9422966667,0.69842,0.661878,0.2322883333
493.0,0.893504,0.9022736667,0.8658686999999999,0.871903,0.9073876667,0.7826257,0.870604,0.9294716667,0.7351337000000001,0.867352,0.9457386667000001,0.7009037000000001,0.6652393,0.2308133333
493.5,0.897054,0.905733,0.8694173000000001,0.875366,0.910661,0.7857133000000001,0.874107,0.932608,0.7378032999999999,0.870956,0.9490040000000001,0.7033243,0.6678567,0.22972
494.0,0.90063,0.9092596667000001,0.8727782999999999,0.878723,0.9139846667,0.7885733,0.877418,0.9359556667,0.7406843,0.874292,0.9522026667000001,0.7059342999999999,0.6695767,0.2289243333
