Wavelength,0%,0%H,0%V,10%,10%H,10%V,20%,20%H,20%V,30%,30%H,30%V
871,0.081263,0.18481,0.355298,0.08278,0.186436,0.355311,0.08478,0.189319,0.357196,0.087674,0.192296,0.35921
871.5,0.081319,0.184383,0.352943,0.082812,0.185829,0.352897,0.084787,0.188487,0.354578,0.087685,0.191354,0.356602
872,0.081356,0.18297,0.35014,0.082839,0.184429,0.35009,0.084815,0.187107,0.35177,0.08768,0.190004,0.353875
872.5,0.081398,0.182058,0.347578,0.082789,0.18361,0.347503,0.084839,0.18641,0.349185,0.087698,0.189383,0.351308
873,0.081397,0.181449,0.344887,0.082769,0.182946,0.344737,0.084844,0.18563,0.346454,0.087683,0.188543,0.34857
873.5,0.081387,0.180824,0.342487,0.082778,0.182318,0.342361,0.084888,0.185116,0.344191,0.087711,0.1881,0.346351
874,0.081385,0.180598,0.340426,0.082791,0.182063,0.340396,0.084858,0.184861,0.342213,0.087693,0.187748,0.344357
874.5,0.081447,0.179821,0.338348,0.082901,0.18126,0.338312,0.084904,0.183949,0.34021,0.087736,0.186766,0.342294
875,0.08147,0.178884,0.336096,0.082894,0.180386,0.336063,0.084908,0.183224,0.338019,0.087768,0.186151,0.34001
875.5,0.081473,0.178468,0.333561,0.082922,0.179891,0.333423,0.084927,0.182671,0.335371,0.087726,0.185407,0.337191
876,0.081478,0.177356,0.330551,0.082897,0.178759,0.330411,0.084859,0.181417,0.332363,0.087679,0.184102,0.334235
876.5,0.081506,0.176589,0.328031,0.082907,0.178033,0.328021,0.084868,0.18077,0.329971,0.087725,0.183579,0.332003
877,0.081555,0.176195,0.325895,0.083002,0.177591,0.325909,0.084928,0.180298,0.327957,0.087774,0.183079,0.330027
877.5,0.081621,0.175532,0.323998,0.083066,0.177001,0.324045,0.084967,0.17974,0.326056,0.087809,0.182602,0.328169
878,0.081651,0.175336,0.322008,0.083054,0.176809,0.322093,0.084993,0.179553,0.324012,0.087787,0.182368,0.326021
878.5,0.081585,0.174532,0.319438,0.082974,0.175903,0.319485,0.084978,0.178431,0.321298,0.087726,0.181098,0.323267
879,0.081613,0.173178,0.316775,0.082952,0.174561,0.316815,0.084925,0.177174,0.318613,0.087703,0.179929,0.32074
879.5,0.081579,0.172577,0.31432,0.082994,0.17393,0.314315,0.084919,0.176631,0.316148,0.087726,0.179401,0.318308
880,0.081567,0.171974,0.312023,0.082987,0.173292,0.311961,0.084937,0.175924,0.31392,0.087715,0.178727,0.316203
880.5,0.081588,0.171554,0.309913,0.082998,0.172921,0.309886,0.084925,0.175655,0.311918,0.087711,0.178512,0.31423
881,0.081542,0.171242,0.307972,0.082957,0.172507,0.307925,0.084859,0.175132,0.309996,0.087666,0.177812,0.312197
881.5,0.081527,0.170044,0.305887,0.082921,0.171303,0.305792,0.084894,0.17396,0.307873,0.087663,0.176635,0.309937
882,0.08148,0.169289,0.303526,0.082914,0.17062,0.303414,0.084855,0.173397,0.305482,0.087573,0.176077,0.307438
882.5,0.081533,0.168759,0.300918,0.082934,0.170027,0.300785,0.084868,0.172648,0.302913,0.087573,0.175171,0.304806
883,0.081533,0.167824,0.298459,0.082939,0.169132,0.298446,0.084866,0.17175,0.300594,0.087608,0.17444,0.302572
883.5,0.081509,0.167485,0.296528,0.082918,0.168819,0.296562,0.084823,0.17144,0.298738,0.087543,0.174119,0.300829
884,0.08148,0.166875,0.294849,0.082862,0.168222,0.294927,0.084809,0.170726,0.297108,0.087505,0.173354,0.299166
884.5,0.081533,0.166165,0.293102,0.082806,0.16753,0.293255,0.084766,0.170193,0.295327,0.087494,0.173008,0.297393
885,0.081468,0.166015,0.291061,0.082801,0.167367,0.291234,0.08477,0.169929,0.293239,0.087535,0.172684,0.295207
885.5,0.081416,0.165146,0.288728,0.082771,0.166415,0.28887,0.084741,0.168756,0.290818,0.087479,0.171387,0.292804
886,0.08144,0.16398,0.286373,0.082764,0.165318,0.286511,0.084717,0.167764,0.288472,0.087426,0.170511,0.290591
886.5,0.081477,0.163714,0.284461,0.082809,0.16499,0.284624,0.084741,0.16748,0.286542,0.087467,0.170212,0.288829
887,0.081501,0.163173,0.282699,0.082821,0.164416,0.282858,0.084715,0.166925,0.284864,0.087451,0.169646,0.287189
887.5,0.081581,0.162866,0.281027,0.082843,0.164156,0.281154,0.084753,0.166796,0.283227,0.087427,0.169563,0.285512
888,0.081556,0.162803,0.27943,0.082877,0.163948,0.279514,0.084777,0.166491,0.281585,0.087475,0.169121,0.283817
888.5,0.081593,0.161641,0.277569,0.082905,0.162769,0.277589,0.084806,0.165236,0.279586,0.087475,0.167793,0.281682
889,0.081613,0.16077,0.275396,0.082905,0.162012,0.275432,0.084849,0.16462,0.277515,0.087516,0.16723,0.279528
889.5,0.081695,0.160499,0.273345,0.082977,0.161693,0.273393,0.084884,0.16425,0.275556,0.087598,0.166811,0.277541
890,0.081757,0.159798,0.271431,0.083003,0.16102,0.271501,0.084876,0.163503,0.273686,0.087582,0.166138,0.275743
890.5,0.081782,0.159542,0.269779,0.083008,0.160763,0.269909,0.084895,0.16327,0.2721,0.087562,0.165962,0.274318
891,0.081721,0.159342,0.268456,0.082971,0.16048,0.268627,0.084812,0.162909,0.270778,0.087555,0.165397,0.272954
891.5,0.081789,0.158466,0.266988,0.082959,0.159636,0.2672,0.084868,0.162071,0.269285,0.087617,0.164691,0.27132
892,0.081818,0.158006,0.26518,0.083053,0.159237,0.265383,0.084942,0.161847,0.267382,0.087632,0.164445,0.26944
892.5,0.081874,0.157849,0.263336,0.08314,0.159018,0.263591,0.08501,0.161422,0.265493,0.087696,0.163861,0.267554
893,0.081965,0.156992,0.261423,0.083221,0.15812,0.261638,0.085061,0.1604,0.263526,0.087773,0.162948,0.265625
893.5,0.082039,0.156472,0.259554,0.083238,0.157563,0.25975,0.08509,0.160071,0.26174,0.087794,0.162649,0.263971
894,0.082127,0.156238,0.258212,0.083302,0.157311,0.258363,0.085184,0.159779,0.260464,0.087858,0.162287,0.262711
894.5,0.082157,0.155628,0.256839,0.083374,0.156755,0.257027,0.085227,0.159247,0.259111,0.08792,0.16177,0.261374
895,0.082231,0.155575,0.25549,0.083437,0.156814,0.255689,0.0853,0.159399,0.25775,0.087982,0.161911,0.260111
895.5,0.082254,0.155469,0.254233,0.083473,0.156555,0.254383,0.085333,0.158936,0.2564,0.088016,0.161346,0.258632
896,0.082379,0.154366,0.252418,0.083581,0.155385,0.252508,0.085409,0.157711,0.254467,0.088099,0.160173,0.256613
896.5,0.082482,0.153869,0.250313,0.083678,0.154878,0.250459,0.085516,0.157313,0.25253,0.088136,0.159871,0.254588
897,0.082528,0.153642,0.248697,0.083752,0.154604,0.248856,0.085567,0.156976,0.250948,0.088184,0.15944,0.253028
897.5,0.082644,0.153113,0.247149,0.083854,0.154138,0.247333,0.085676,0.156524,0.249454,0.088258,0.159146,0.251602
898,0.082769,0.153253,0.246045,0.083957,0.154242,0.246253,0.085763,0.15673,0.248474,0.08838,0.159231,0.250687
898.5,0.082817,0.152816,0.245063,0.083969,0.15376,0.245212,0.085782,0.156077,0.24741,0.088408,0.158396,0.249385
899,0.082954,0.15184,0.243357,0.084069,0.152884,0.243496,0.08589,0.155242,0.245611,0.088487,0.157719,0.247464
899.5,0.083011,0.151709,0.241521,0.084119,0.15273,0.241686,0.085936,0.155145,0.243771,0.088572,0.157617,0.245747
900,0.08313,0.151655,0.24041,0.084299,0.152574,0.240567,0.086049,0.15486,0.242598,0.088733,0.157186,0.244589
