Wavelength,0%,0%H,0%V,10%,10%H,10%V,20%,20%H,20%V,30%,30%H,30%V
526.5,1.045477,1.341594,1.577634,1.002549,1.334468,1.47769,0.98657,1.351841,1.418051,0.972564,1.36535,1.374791
527,1.045147,1.34178,1.576893,1.00206,1.334423,1.476663,0.985861,1.351731,1.41697,0.971955,1.365401,1.373687
527.5,1.044721,1.341746,1.575942,1.001426,1.334598,1.475633,0.985299,1.351899,1.41612,0.971203,1.365448,1.372918
528,1.044212,1.341836,1.575274,1.000778,1.334655,1.474756,0.984722,1.352014,1.415402,0.970496,1.365612,1.372143
528.5,1.043669,1.341907,1.574523,1.000216,1.33455,1.474049,0.9839,1.351773,1.414331,0.969839,1.365464,1.371237
529,1.043137,1.341766,1.573561,0.999472,1.334584,1.473046,0.983211,1.351719,1.413396,0.969049,1.365291,1.370224
529.5,1.042594,1.34194,1.57249,0.998891,1.334555,1.472033,0.982492,1.351631,1.412212,0.968301,1.365211,1.369131
530,1.042042,1.341905,1.571883,0.99832,1.334405,1.471071,0.981714,1.351515,1.411334,0.967508,1.364979,1.368448
530.5,1.04159,1.341943,1.570996,0.997649,1.334495,1.470278,0.981042,1.351152,1.410691,0.966833,1.364797,1.367576
531,1.041155,1.341967,1.570626,0.997149,1.334363,1.469546,0.980392,1.351064,1.409795,0.966142,1.364763,1.366693
531.5,1.0407,1.34162,1.569773,0.996453,1.334305,1.468971,0.979733,1.351183,1.408979,0.96545,1.364326,1.365997
532,1.040216,1.341846,1.569063,0.99594,1.334419,1.468142,0.979072,1.350938,1.408304,0.964747,1.364486,1.365179
532.5,1.039912,1.341946,1.568388,0.995279,1.334216,1.467133,0.978449,1.351015,1.407647,0.964226,1.364438,1.364473
533,1.039492,1.342011,1.567866,0.994769,1.334149,1.466563,0.97784,1.351058,1.40671,0.963357,1.364406,1.363696
533.5,1.039207,1.342093,1.567279,0.994277,1.334211,1.466122,0.977242,1.351053,1.406187,0.962783,1.364352,1.363077
534,1.038944,1.342305,1.566732,0.993876,1.334523,1.465645,0.976782,1.351021,1.405498,0.96234,1.36447,1.362579
534.5,1.038714,1.342702,1.566993,0.993617,1.33472,1.46487,0.976288,1.350943,1.405079,0.961778,1.364305,1.362045
535,1.038563,1.34274,1.566677,0.993254,1.334821,1.464489,0.975951,1.350881,1.404631,0.961258,1.364291,1.361618
535.5,1.03859,1.343284,1.566381,0.993007,1.334983,1.464352,0.975585,1.351197,1.404235,0.960972,1.364519,1.361155
536,1.038169,1.342766,1.564258,0.992172,1.334273,1.462363,0.974817,1.350542,1.40275,0.960021,1.363719,1.359472
536.5,1.037405,1.342099,1.56167,0.99104,1.333252,1.460202,0.973841,1.349525,1.400921,0.958847,1.362545,1.357458
537,1.037415,1.342482,1.561519,0.990865,1.333516,1.459958,0.973495,1.349701,1.40048,0.958503,1.362767,1.357141
537.5,1.037573,1.343231,1.561783,0.990968,1.333881,1.460016,0.973417,1.350194,1.400434,0.958318,1.36291,1.356981
538,1.037871,1.343979,1.562248,0.991019,1.334551,1.460178,0.973447,1.35064,1.400473,0.958332,1.363368,1.357105
538.5,1.03839,1.344769,1.562555,0.991311,1.335166,1.460353,0.973574,1.351184,1.400557,0.95838,1.363798,1.35713
539,1.038915,1.345732,1.56314,0.991694,1.336049,1.460934,0.97369,1.351839,1.401027,0.958407,1.364377,1.357368
539.5,1.039547,1.346706,1.564016,0.992076,1.336962,1.461345,0.974084,1.352344,1.401394,0.958544,1.36491,1.357751
540,1.040313,1.34764,1.564749,0.992488,1.337684,1.462024,0.974338,1.352981,1.401743,0.95886,1.365726,1.358067
540.5,1.041016,1.348764,1.565166,0.992969,1.338477,1.462701,0.974579,1.353901,1.402287,0.959048,1.366422,1.358515
541,1.041781,1.349999,1.565845,0.993591,1.339374,1.463238,0.975124,1.354712,1.402867,0.959368,1.367151,1.358911
541.5,1.042691,1.351296,1.566725,0.994303,1.340283,1.464023,0.975607,1.355555,1.403469,0.959819,1.367851,1.35959
542,1.043798,1.352792,1.5682,0.995107,1.341537,1.464983,0.976279,1.356502,1.404402,0.960384,1.368808,1.360225
542.5,1.044868,1.354264,1.569013,0.995897,1.342893,1.466041,0.976982,1.357561,1.405202,0.960855,1.3697,1.360896
543,1.045933,1.355717,1.570387,0.996775,1.344018,1.467035,0.977705,1.358763,1.406151,0.961549,1.370759,1.361773
543.5,1.047132,1.357171,1.571626,0.997727,1.34538,1.468267,0.978422,1.359795,1.406976,0.962204,1.371696,1.362658
544,1.048417,1.358897,1.573205,0.998698,1.346613,1.469448,0.9792,1.361005,1.407922,0.962865,1.372703,1.363416
544.5,1.049602,1.360232,1.574359,0.999751,1.34784,1.470814,0.980094,1.3619,1.409204,0.963536,1.373572,1.364348
545,1.05089,1.361728,1.57576,1.000787,1.349025,1.472247,0.980851,1.363053,1.410197,0.964245,1.374472,1.36531
545.5,1.052043,1.363346,1.57717,1.001813,1.350245,1.473672,0.981682,1.364056,1.411467,0.964944,1.375613,1.366526
546,1.05328,1.365059,1.578568,1.002897,1.351741,1.474758,0.982663,1.365333,1.412556,0.965674,1.376735,1.367575
546.5,1.054653,1.366737,1.579842,1.00403,1.352996,1.476236,0.983627,1.366472,1.413832,0.966564,1.377645,1.368604
547,1.056008,1.368428,1.58154,1.005169,1.354428,1.477547,0.984546,1.367614,1.415214,0.967432,1.378505,1.369759
547.5,1.057231,1.369956,1.583129,1.006244,1.35567,1.478989,0.985393,1.368539,1.416344,0.968112,1.379453,1.370779
548,1.05845,1.371405,1.584436,1.007231,1.356755,1.480505,0.986195,1.36973,1.417459,0.968908,1.380295,1.371864
548.5,1.059652,1.372896,1.585711,1.00828,1.357962,1.481852,0.98708,1.370833,1.418648,0.969547,1.381262,1.37283
549,1.060913,1.374604,1.587338,1.009375,1.359257,1.483242,0.987865,1.371589,1.419825,0.970241,1.382159,1.374054
549.5,1.061934,1.375943,1.588695,1.01042,1.36037,1.48452,0.988693,1.372688,1.421032,0.970821,1.382995,1.37497
550,1.062979,1.377412,1.589937,1.011326,1.36149,1.485772,0.989457,1.373456,1.422421,0.971463,1.383685,1.375889
550.5,1.063986,1.378749,1.591319,1.012239,1.362555,1.487205,0.990157,1.374229,1.42342,0.972088,1.384236,1.376978
551,1.064799,1.379846,1.592519,1.012915,1.363273,1.488508,0.990741,1.374914,1.424378,0.972447,1.384829,1.377852
551.5,1.065529,1.3809,1.593436,1.013589,1.364089,1.489525,0.991272,1.375198,1.425346,0.972892,1.385236,1.3787
552,1.066303,1.382309,1.594652,1.014259,1.365022,1.490703,0.991784,1.37604,1.426423,0.973235,1.385802,1.379531
552.5,1.066796,1.383012,1.595378,1.01478,1.365596,1.491544,0.992081,1.376371,1.427104,0.973419,1.385867,1.380178
553,1.067171,1.383688,1.596147,1.015136,1.365915,1.49247,0.992218,1.376557,1.427768,0.973463,1.385966,1.380813
553.5,1.067483,1.384312,1.596776,1.0153,1.366229,1.49318,0.992269,1.376715,1.428338,0.973461,1.385803,1.38129
554,1.067566,1.384575,1.597197,1.015327,1.366279,1.493629,0.99212,1.376552,1.428915,0.973225,1.385481,1.381677
554.5,1.067359,1.384787,1.597426,1.015311,1.366226,1.494164,0.991918,1.376276,1.429271,0.972893,1.385111,1.381894
555,1.067102,1.384794,1.597602,1.015081,1.366065,1.49457,0.991588,1.375894,1.429381,0.97244,1.384564,1.381926
555.5,1.066661,1.384655,1.597603,1.01463,1.365609,1.494623,0.991037,1.375373,1.429452,0.97179,1.384062,1.382243
556,1.06582,1.384268,1.597302,1.013933,1.365029,1.494552,0.99019,1.374478,1.429153,0.970922,1.382847,1.381837
556.5,1.064916,1.383543,1.596899,1.013101,1.364374,1.494361,0.989243,1.373521,1.428981,0.970007,1.381659,1.381481
557,1.063764,1.382725,1.596326,1.012104,1.363255,1.493885,0.988302,1.372365,1.428657,0.968827,1.380353,1.380977
557.5,1.062315,1.381672,1.59531,1.011084,1.362072,1.493497,0.986941,1.370905,1.428052,0.967474,1.378928,1.380266
558,1.060782,1.380301,1.594283,1.009512,1.360541,1.492385,0.985428,1.369165,1.427127,0.965907,1.377186,1.379567
558.5,1.058982,1.378818,1.592812,1.007893,1.358885,1.491419,0.983723,1.367264,1.426147,0.964075,1.375175,1.378511
559,1.056856,1.376869,1.591304,1.005964,1.356839,1.490168,0.981678,1.365138,1.424758,0.962091,1.372735,1.377413
559.5,1.054839,1.375165,1.589841,1.004045,1.355077,1.488981,0.979751,1.363,1.423533,0.960184,1.370751,1.376087
560,1.052287,1.372872,1.587679,1.001845,1.352735,1.487418,0.977491,1.360648,1.421933,0.957909,1.368185,1.374433
560.5,1.049533,1.370232,1.585047,0.999266,1.35006,1.485276,0.974947,1.357821,1.420077,0.955364,1.36523,1.372699
561,1.046571,1.367435,1.582841,0.996588,1.347279,1.483244,0.972246,1.354975,1.41809,0.952728,1.362308,1.370775
561.5,1.043178,1.364379,1.580063,0.993538,1.344156,1.480989,0.96911,1.351655,1.41601,0.949714,1.358834,1.368639
562,1.039898,1.361344,1.577461,0.990632,1.341165,1.478693,0.966224,1.348462,1.413735,0.946862,1.355841,1.366568
562.5,1.036393,1.358066,1.574152,0.987305,1.337939,1.475931,0.963026,1.345071,1.411226,0.943665,1.352277,1.3642
563,1.032718,1.354439,1.570812,0.983827,1.334316,1.473148,0.959639,1.341536,1.408523,0.940358,1.348502,1.361658
563.5,1.02853,1.350411,1.567391,0.98008,1.330504,1.470158,0.955939,1.337474,1.405554,0.936769,1.344537,1.359023
564,1.024066,1.346144,1.563407,0.975992,1.326308,1.466688,0.951875,1.333377,1.402426,0.932893,1.340289,1.355936
564.5,1.01951,1.341827,1.559398,0.971901,1.321992,1.463118,0.947842,1.329052,1.399209,0.928906,1.335987,1.352905
565,1.014671,1.337199,1.555133,0.967506,1.317572,1.459487,0.943592,1.324484,1.395745,0.924686,1.331414,1.349805
565.5,1.009932,1.332734,1.550846,0.96327,1.313359,1.455835,0.939427,1.320174,1.392403,0.920557,1.326952,1.346498
566,1.004762,1.327531,1.546121,0.958579,1.308561,1.451729,0.934922,1.315254,1.38866,0.916136,1.322048,1.342934
566.5,0.999768,1.322693,1.541782,0.953965,1.303853,1.447827,0.930482,1.310583,1.384924,0.911839,1.317247,1.339489
567,0.994385,1.31748,1.536947,0.948922,1.298935,1.443459,0.925678,1.30548,1.38094,0.907248,1.312104,1.335707
567.5,0.989303,1.312545,1.532156,0.944242,1.294003,1.439485,0.921068,1.300733,1.377208,0.902832,1.307264,1.332064
568,0.983418,1.306814,1.526757,0.938851,1.2886,1.434878,0.915787,1.295224,1.372763,0.897692,1.301568,1.327856
568.5,0.977777,1.301309,1.521599,0.933644,1.283187,1.430204,0.910738,1.28989,1.368488,0.892777,1.296234,1.323825
569,0.971667,1.295214,1.51587,0.92804,1.277326,1.425036,0.905268,1.283976,1.36401,0.887385,1.290279,1.319485
569.5,0.96584,1.289637,1.510454,0.922626,1.27195,1.420243,0.900013,1.278529,1.359633,0.882384,1.284813,1.31534
570,0.959719,1.283501,1.504872,0.916896,1.26596,1.415244,0.894536,1.272502,1.354675,0.876866,1.278778,1.310756
570.5,0.953571,1.27745,1.499219,0.911291,1.26036,1.410121,0.8891,1.266599,1.350007,0.87153,1.272901,1.306314
571,0.947278,1.271353,1.493335,0.905494,1.2547,1.405117,0.883474,1.260816,1.345054,0.866086,1.267085,1.301752
571.5,0.941115,1.265174,1.48766,0.899713,1.248728,1.39997,0.877786,1.254756,1.34011,0.860632,1.260958,1.297195
572,0.935045,1.259133,1.481871,0.89395,1.242796,1.39485,0.87212,1.248869,1.335449,0.855216,1.255122,1.292673
572.5,0.928769,1.252927,1.47621,0.888094,1.236727,1.389662,0.866207,1.242932,1.33045,0.849575,1.24899,1.288024
573,0.922729,1.246971,1.470509,0.882588,1.230953,1.384459,0.860761,1.23712,1.325582,0.844234,1.243379,1.283532
573.5,0.916071,1.240439,1.464502,0.876381,1.224547,1.378863,0.854721,1.230808,1.320469,0.838419,1.237049,1.278606
574,0.91006,1.234434,1.458665,0.870527,1.218618,1.373535,0.849149,1.224938,1.315619,0.832949,1.23126,1.274166
574.5,0.903516,1.227702,1.452602,0.864189,1.212219,1.367784,0.843067,1.218406,1.310274,0.827107,1.224763,1.26927
575,0.89696,1.221139,1.446208,0.857892,1.205909,1.362155,0.836865,1.212042,1.304951,0.821258,1.218516,1.264353
575.5,0.890636,1.21476,1.440142,0.851706,1.199732,1.356803,0.830911,1.205885,1.299883,0.815504,1.212216,1.259448
576,0.884015,1.208017,1.433765,0.845349,1.193341,1.351044,0.824734,1.199345,1.294445,0.809547,1.20582,1.254392
576.5,0.878067,1.201991,1.428222,0.83968,1.187728,1.345863,0.819202,1.193767,1.289685,0.804147,1.200174,1.249907
577,0.871862,1.195859,1.422342,0.833788,1.181634,1.340445,0.8135,1.187854,1.284801,0.798567,1.194209,1.245246
577.5,0.865589,1.189588,1.416461,0.827885,1.175634,1.335003,0.807762,1.181771,1.279773,0.792977,1.188131,1.240584
578,0.859876,1.183995,1.411244,0.822415,1.170349,1.330134,0.802609,1.176297,1.275343,0.787846,1.182733,1.236251
578.5,0.854176,1.178155,1.405705,0.816852,1.164719,1.325038,0.797193,1.17064,1.270645,0.782558,1.177044,1.231861
579,0.84876,1.172713,1.400628,0.811472,1.159438,1.320276,0.792009,1.16523,1.266023,0.777547,1.171751,1.227799
579.5,0.843648,1.167693,1.395819,0.806538,1.154482,1.315847,0.78709,1.160248,1.261837,0.772855,1.166867,1.223868
580,0.838523,1.162442,1.390876,0.801568,1.149405,1.311408,0.782196,1.155125,1.257466,0.768103,1.161803,1.219983
580.5,0.833677,1.157541,1.386268,0.796924,1.14458,1.307179,0.777513,1.15035,1.253497,0.763582,1.157107,1.216197
581,0.829189,1.153183,1.382229,0.79251,1.140232,1.303328,0.773144,1.145948,1.249803,0.759427,1.152643,1.212893
581.5,0.824694,1.1486,1.377997,0.788138,1.135774,1.299385,0.768866,1.141477,1.246202,0.755332,1.148043,1.209458
582,0.820312,1.144199,1.373899,0.783731,1.131462,1.295335,0.764641,1.137125,1.242597,0.751247,1.143633,1.205983
582.5,0.816452,1.140388,1.37028,0.779822,1.127672,1.292065,0.760803,1.133236,1.239369,0.747616,1.139716,1.203031
583,0.812802,1.136546,1.366864,0.776158,1.123954,1.288677,0.757177,1.129519,1.236408,0.744077,1.135842,1.20012
583.5,0.809201,1.133023,1.363609,0.772505,1.120382,1.285462,0.753602,1.125938,1.233356,0.740552,1.132124,1.19723
584,0.805886,1.129514,1.360393,0.769022,1.117,1.28248,0.750244,1.122377,1.230562,0.737116,1.128559,1.194512
584.5,0.802713,1.126366,1.357481,0.765874,1.11375,1.279745,0.7471,1.118902,1.228021,0.733995,1.125138,1.192091
585,0.799789,1.123513,1.354952,0.762987,1.110921,1.277328,0.744252,1.115958,1.225743,0.731181,1.122098,1.189817
585.5,0.797218,1.120899,1.352669,0.760322,1.108476,1.275113,0.741654,1.113181,1.223677,0.72844,1.119255,1.187815
586,0.79481,1.118544,1.350556,0.757841,1.106054,1.273214,0.739127,1.110562,1.22167,0.726011,1.116588,1.185927
586.5,0.792708,1.116571,1.348733,0.75577,1.103868,1.271457,0.736884,1.108295,1.219946,0.723819,1.114313,1.184403
587,0.790813,1.114667,1.34702,0.753792,1.101894,1.269829,0.734821,1.106177,1.218448,0.721693,1.112003,1.182933
587.5,0.789185,1.112915,1.345655,0.751999,1.100021,1.268426,0.732949,1.104268,1.217044,0.719868,1.109989,1.181595
588,0.787691,1.11152,1.344366,0.750376,1.098415,1.267298,0.731271,1.102463,1.215924,0.718113,1.108093,1.180475
588.5,0.786505,1.110357,1.343517,0.749061,1.0971,1.266396,0.72985,1.100985,1.215113,0.716705,1.106539,1.179575
589,0.785663,1.109452,1.342879,0.748038,1.096111,1.265734,0.728708,1.099705,1.214366,0.715494,1.105109,1.178878
589.5,0.784818,1.108604,1.342424,0.747082,1.095171,1.265163,0.727683,1.098709,1.213922,0.714403,1.103962,1.178351
590,0.784201,1.107906,1.342037,0.746328,1.09429,1.264876,0.726815,1.097664,1.213494,0.713397,1.102821,1.177935
590.5,0.783772,1.107556,1.341894,0.745711,1.093626,1.264677,0.726073,1.096823,1.213225,0.712576,1.101826,1.177624
591,0.783552,1.107452,1.342022,0.745318,1.093303,1.264659,0.725567,1.096224,1.213175,0.712032,1.10112,1.177558
591.5,0.783483,1.107432,1.34227,0.745147,1.092996,1.264875,0.725213,1.095709,1.213305,0.711546,1.100457,1.177664
592,0.783535,1.107389,1.342653,0.744942,1.092924,1.265241,0.72492,1.095269,1.213531,0.711142,1.099929,1.177814
592.5,0.783731,1.107621,1.343277,0.744996,1.092923,1.265779,0.724802,1.095112,1.213831,0.710949,1.099581,1.17822
593,0.783981,1.108081,1.343843,0.745123,1.09302,1.266387,0.724746,1.094894,1.214424,0.710747,1.099302,1.178584
593.5,0.784437,1.108562,1.344549,0.745448,1.093188,1.267087,0.724897,1.094847,1.214987,0.710776,1.098987,1.178998
594,0.784932,1.109102,1.345437,0.745795,1.093481,1.267949,0.725016,1.094947,1.215655,0.710787,1.098915,1.179545
594.5,0.785519,1.109707,1.346518,0.746222,1.093851,1.268797,0.725308,1.095066,1.216369,0.710888,1.098795,1.180255
595,0.786305,1.11054,1.347542,0.746823,1.094295,1.269884,0.725643,1.09508,1.217336,0.71111,1.098736,1.180966
595.5,0.787124,1.111444,1.348697,0.747533,1.094885,1.271067,0.726066,1.095511,1.218302,0.7114,1.098921,1.181867
596,0.787939,1.112269,1.349902,0.748218,1.095433,1.272321,0.72657,1.09581,1.219282,0.711773,1.098994,1.182762
596.5,0.788733,1.113048,1.351199,0.748873,1.095871,1.273365,0.727036,1.096018,1.220404,0.712006,1.098989,1.183582
597,0.789536,1.114076,1.352465,0.749555,1.096452,1.274635,0.727489,1.096308,1.2213,0.712289,1.099156,1.184391
597.5,0.790298,1.115021,1.353622,0.750238,1.097036,1.275942,0.727916,1.096552,1.222363,0.712598,1.099236,1.185336
598,0.791227,1.115906,1.35492,0.750947,1.097584,1.277259,0.728442,1.096781,1.223493,0.712962,1.099243,1.186322
598.5,0.792148,1.116887,1.356266,0.751755,1.09816,1.278679,0.728985,1.097112,1.224572,0.713289,1.099374,1.18741
599,0.792922,1.117785,1.357533,0.752423,1.09862,1.279842,0.72936,1.097308,1.225701,0.713548,1.099291,1.188323
599.5,0.793581,1.118538,1.358769,0.753004,1.098983,1.280998,0.729762,1.097372,1.226674,0.713776,1.099113,1.189063
600,0.794236,1.119307,1.359851,0.753557,1.09936,1.282154,0.730018,1.097387,1.227667,0.713906,1.098961,1.189995
600.5,0.794727,1.119834,1.360815,0.753998,1.099526,1.283079,0.730254,1.097364,1.228642,0.713923,1.098678,1.190697
601,0.795024,1.120227,1.36177,0.754248,1.099509,1.284115,0.730266,1.097027,1.229344,0.713846,1.09799,1.1914
601.5,0.795223,1.120615,1.362418,0.754409,1.099494,1.284963,0.730182,1.096661,1.230025,0.713574,1.097386,1.192002
602,0.795162,1.120776,1.362957,0.754365,1.099132,1.28549,0.729927,1.095965,1.230411,0.713099,1.09654,1.192292
602.5,0.794962,1.120585,1.3633,0.754114,1.09853,1.286038,0.729501,1.09497,1.230768,0.712511,1.095334,1.192456
603,0.794537,1.120193,1.363484,0.753743,1.097809,1.28628,0.728858,1.094047,1.231023,0.711774,1.09425,1.192574
603.5,0.793859,1.119526,1.363434,0.753075,1.096882,1.286381,0.728029,1.092835,1.23095,0.710817,1.092798,1.192476
604,0.792835,1.118657,1.363006,0.752181,1.095615,1.286233,0.726951,1.091178,1.230695,0.709619,1.090917,1.192114
604.5,0.791661,1.117622,1.362393,0.751074,1.094264,1.285988,0.725657,1.089526,1.230313,0.708254,1.089118,1.191759
605,0.790201,1.116345,1.361699,0.749652,1.092599,1.285391,0.724045,1.087569,1.229726,0.706606,1.087028,1.191132
605.5,0.788457,1.114627,1.360504,0.748058,1.090559,1.284506,0.722282,1.085263,1.228765,0.704859,1.084531,1.190204
606,0.78629,1.11247,1.358931,0.746096,1.08811,1.283249,0.720227,1.08268,1.227558,0.70269,1.08161,1.188957
606.5,0.783827,1.110173,1.357089,0.743798,1.085454,1.281873,0.717845,1.079839,1.226203,0.700241,1.078549,1.18767
607,0.780916,1.107192,1.354811,0.741167,1.082342,1.28011,0.715116,1.07649,1.224229,0.697482,1.074961,1.185937
607.5,0.778,1.104369,1.352541,0.738453,1.079337,1.27814,0.712405,1.073315,1.222724,0.694734,1.071617,1.184134
608,0.774523,1.100981,1.349645,0.735302,1.075867,1.275928,0.709227,1.06956,1.220597,0.691539,1.067839,1.182084
608.5,0.770799,1.097324,1.346675,0.731954,1.072091,1.273357,0.705947,1.06556,1.218279,0.688131,1.063699,1.179813
609,0.766427,1.092916,1.343042,0.728035,1.067842,1.270347,0.702116,1.061118,1.215406,0.684199,1.059019,1.177036
609.5,0.761852,1.088498,1.339227,0.72393,1.063415,1.267155,0.698016,1.056481,1.212403,0.680119,1.054238,1.174141
610,0.756995,1.08372,1.335013,0.719666,1.058707,1.263717,0.693781,1.051497,1.209108,0.67582,1.049148,1.170995
610.5,0.7519,1.078637,1.330588,0.715063,1.053681,1.259965,0.689253,1.046288,1.205648,0.671311,1.04392,1.167648
611,0.746586,1.0735,1.325948,0.710415,1.048575,1.256112,0.684545,1.040948,1.201961,0.666605,1.03865,1.164224
611.5,0.740634,1.067589,1.320707,0.705064,1.042583,1.251706,0.679188,1.034827,1.197663,0.661389,1.032517,1.160383
612,0.734337,1.061417,1.315143,0.699372,1.036326,1.246817,0.673593,1.028532,1.19323,0.655969,1.02631,1.156089
612.5,0.727617,1.054658,1.309246,0.693289,1.029734,1.241685,0.66758,1.021933,1.188412,0.650187,1.019628,1.151773
613,0.721016,1.047954,1.303185,0.687163,1.023151,1.236407,0.661541,1.015292,1.183573,0.64443,1.012869,1.147302
613.5,0.714069,1.040878,1.296864,0.680698,1.016073,1.230728,0.655276,1.008339,1.178412,0.638479,1.00574,1.142429
614,0.706453,1.03314,1.289792,0.673719,1.008554,1.224617,0.648417,1.000999,1.172739,0.631899,0.998091,1.137059
614.5,0.698777,1.025332,1.282641,0.666643,1.001081,1.218542,0.641599,0.993657,1.167227,0.6252,0.990542,1.13181
615,0.690426,1.01685,1.27489,0.658968,0.992892,1.211783,0.634316,0.985512,1.1612,0.61806,0.982253,1.126069
615.5,0.682124,1.008452,1.267187,0.651425,0.984796,1.205094,0.627124,0.977484,1.155025,0.610978,0.974122,1.120237
616,0.673484,0.999714,1.259065,0.643464,0.976529,1.198213,0.619567,0.969172,1.148726,0.603531,0.965679,1.114293
616.5,0.664522,0.99067,1.250777,0.635302,0.968124,1.191061,0.611823,0.960535,1.142253,0.595826,0.957044,1.108022
617,0.65569,0.98161,1.24225,0.627244,0.959597,1.183944,0.604173,0.952022,1.135617,0.588273,0.948507,1.101769
617.5,0.64589,0.971789,1.233077,0.618395,0.950284,1.176042,0.595857,0.942751,1.128334,0.579894,0.939288,1.094917
618,0.636105,0.961957,1.223962,0.609628,0.941,1.168146,0.587316,0.933299,1.121014,0.571607,0.930094,1.088134
618.5,0.625914,0.951681,1.21427,0.600427,0.931089,1.159724,0.578225,0.923304,1.113207,0.562856,0.920488,1.080995
619,0.616129,0.941877,1.204924,0.591394,0.921543,1.151476,0.569428,0.913714,1.105565,0.554367,0.911021,1.074042
619.5,0.605997,0.931809,1.195379,0.58221,0.911778,1.143201,0.560476,0.904078,1.097791,0.545714,0.901568,1.067008
620,0.59569,0.921318,1.185745,0.572818,0.901712,1.134695,0.551327,0.894115,1.089854,0.536938,0.891765,1.059722
620.5,0.585362,0.910706,1.175689,0.563285,0.891454,1.125895,0.542085,0.884076,1.081741,0.528161,0.881889,1.052254
621,0.574244,0.899524,1.164932,0.55301,0.880634,1.116407,0.532162,0.873547,1.073171,0.518777,0.871421,1.044368
621.5,0.563305,0.88846,1.154493,0.542909,0.870001,1.107133,0.522445,0.863189,1.06482,0.50946,0.861018,1.036624
622,0.55175,0.876575,1.143372,0.532141,0.858591,1.097143,0.512203,0.852277,1.055981,0.499646,0.849923,1.028238
622.5,0.54092,0.865492,1.132827,0.521903,0.847948,1.087648,0.502581,0.84191,1.04749,0.490383,0.839502,1.020298
623,0.529243,0.853368,1.121265,0.510711,0.836289,1.077306,0.492159,0.830504,1.038201,0.480308,0.828089,1.01174
623.5,0.517917,0.841532,1.110124,0.499936,0.825147,1.067273,0.482025,0.819579,1.029179,0.470498,0.817101,1.003285
624,0.505557,0.828774,1.097892,0.488304,0.813209,1.056511,0.47096,0.807886,1.019268,0.459851,0.805398,0.994136
624.5,0.493762,0.816799,1.086238,0.477294,0.80205,1.046386,0.460461,0.796772,1.010083,0.449752,0.794371,0.98553
625,0.481638,0.804402,1.074294,0.466038,0.790386,1.035959,0.449776,0.785192,1.000574,0.439378,0.783078,0.976589
625.5,0.469892,0.792495,1.062543,0.455231,0.779035,1.025781,0.439396,0.774011,0.991251,0.429247,0.772252,0.967795
626,0.458348,0.781008,1.051102,0.444704,0.767952,1.015634,0.429252,0.763111,0.981913,0.419284,0.761788,0.959315
626.5,0.446697,0.769281,1.039537,0.433885,0.756719,1.00521,0.418947,0.751985,0.972542,0.409256,0.750924,0.950804
627,0.435666,0.75809,1.028567,0.423397,0.746108,0.995188,0.409048,0.7414,0.963393,0.399722,0.740464,0.942532
627.5,0.423806,0.745882,1.01652,0.411965,0.734499,0.984276,0.398221,0.730093,0.95344,0.389416,0.729196,0.933349
628,0.413058,0.734853,1.005603,0.401772,0.723995,0.974517,0.388337,0.719762,0.944383,0.380093,0.719125,0.925086
628.5,0.401885,0.723478,0.994099,0.391259,0.71302,0.964174,0.378124,0.709111,0.934815,0.370476,0.708633,0.916363
629,0.390769,0.712332,0.982436,0.380753,0.702272,0.953674,0.367974,0.69874,0.925236,0.360807,0.698274,0.907587
629.5,0.380237,0.70199,0.971539,0.370755,0.692193,0.943743,0.358363,0.689032,0.916418,0.351593,0.688616,0.899325
630,0.369201,0.690981,0.959968,0.360285,0.681592,0.933209,0.34838,0.678683,0.907044,0.341966,0.678448,0.890563
630.5,0.358842,0.680675,0.948911,0.350281,0.671709,0.922969,0.339076,0.669045,0.897855,0.332918,0.668938,0.881945
631,0.349146,0.671085,0.938263,0.340847,0.662617,0.913193,0.330391,0.66011,0.889032,0.324473,0.660078,0.87375
631.5,0.339033,0.661037,0.926938,0.330887,0.653187,0.902689,0.321101,0.650819,0.879498,0.315513,0.650789,0.864909
632,0.329457,0.651727,0.915698,0.321651,0.644416,0.892477,0.312218,0.642194,0.869972,0.306958,0.64217,0.856041
632.5,0.32004,0.642936,0.904297,0.312571,0.636103,0.882037,0.303485,0.634093,0.860234,0.298575,0.634225,0.846942
633,0.310459,0.63446,0.892144,0.303407,0.628056,0.870799,0.294584,0.626261,0.84987,0.290065,0.626693,0.837136
633.5,0.301408,0.627287,0.879355,0.294825,0.621011,0.858849,0.286137,0.619452,0.838706,0.282011,0.620093,0.826499
634,0.292888,0.621664,0.865425,0.286588,0.615557,0.845481,0.2782,0.61422,0.826226,0.27438,0.615061,0.814761
634.5,0.284296,0.615288,0.852668,0.278132,0.609339,0.833146,0.2702,0.608209,0.814764,0.266655,0.609315,0.804067
635,0.275415,0.605458,0.844436,0.269431,0.599742,0.825746,0.262018,0.598758,0.808153,0.258744,0.600026,0.798065
635.5,0.267583,0.593843,0.842425,0.261864,0.588476,0.824481,0.254998,0.587552,0.807588,0.252079,0.588975,0.798027
636,0.260093,0.58171,0.842594,0.254641,0.576865,0.825291,0.24831,0.575948,0.809095,0.245822,0.577386,0.800146
636.5,0.252552,0.568964,0.843941,0.247527,0.564622,0.827284,0.24159,0.563952,0.811793,0.239492,0.565238,0.803464
